ID,Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
2018-Es-02864,"@kareen_sh Super si Bebé, el viernes, hay peda con Alda🙊 Yo más forever, eres la más divertida JAJAJAJA💓",0,1,0,0,1,0,0,0,0,0,0
2018-Es-04935,"@NoTodoPasaTyC @Diego_DeGregori @LombaCaruso Y si, juega en milan. Vangioni también y Heinze jugó en el United y en el real. No jodamos",1,0,0,0,0,0,0,0,0,0,0
2018-Es-01850,Tengo las conversaciones mas interesantes con el. 😊,0,0,0,0,1,1,0,0,0,0,0
2018-Es-02385,Se cortó la luz. Alguien va a dejar de estudiar que alegría,0,0,0,0,1,0,0,0,0,0,0
2018-Es-02563,"Uy lpm que miedo, espero que no sea nada grave",0,1,0,1,0,0,0,0,0,0,0
2018-Es-03632,"Debo ser la única persona que en vacaciones se llena de trabajo porque lo elige... acá ya estamos en el sobre, cansada y feliz 🤗☺️",0,0,0,0,1,0,0,0,0,0,0
2018-Es-03565,@atomicbold Gracias! Buenas noches ,0,0,0,0,1,0,1,0,0,0,0
2018-Es-04371,Tengo mucho miedo.,0,0,0,1,0,0,0,0,0,0,0
2018-Es-04175,"#BonusPop No puedo creer la partida de Chester Bennington, vocalista de Linkin Park. Fuiste una luz que iluminó este mundo tan oscuro😭",0,0,0,0,0,0,0,0,1,0,0
2018-Es-01632,@ManuelBartual Cómo se puede dormir si supuestamente ves a un hombre mirando hacia tu balcón to quieto ,0,0,0,1,0,0,0,0,0,0,0
2018-Es-05120,@SwxrdOfLight Pero.....¿cómo no...? —Le mira con su ceño ligeramente fruncido sin entenderlo.—,0,0,0,0,0,0,0,0,0,1,0
2018-Es-02305,Y fue en ese momento donde me Di cuenta que perdí lo único que me hacía sonreír día a día :(,0,0,0,0,0,0,0,0,1,0,0
2018-Es-06760,Ojalá mi Dr use Twitter y me lea  *Ya dame el alta brother no puedo seguir aburrido en casa me amargo si no trabajo,1,0,0,0,0,0,0,0,1,0,0
2018-Es-01497,De bobera la piba esta me dejo re preocupado 😟,0,0,0,1,0,0,0,0,1,0,0
2018-Es-06450,Fran se acordo que estaba enojado conmigo 😡,1,0,0,0,0,0,0,0,1,0,0
2018-Es-05924,Tengo un mal humor encima y no se por qué,1,0,0,0,0,0,0,0,0,0,0
2018-Es-05997,Me comí el cereal ya ,0,0,0,0,0,0,0,0,0,0,0
2018-Es-05759,"#Irónico cómo las enfermeras quirúrgicas son amor y amabilidad, mientras que las de piso son odio y amargura 🙄",1,0,0,0,0,1,0,0,0,1,0
2018-Es-01104,#PereiraEnVivo.   A esta hora congestión en la vía Pereira Santa Rosa por causa del trágico accidente de tránsito que dejó una mujer muerta.,0,1,0,0,0,0,0,0,1,0,0
2018-Es-04852,"Defensa de #OllantaHumala dijo que fiscal señala ""las niñas generan peligro"". Parece que no se entero de los millóncitos de esas niñas.",1,0,1,0,0,0,0,0,0,0,0
2018-Es-05445,tengo un sueño cb y Edwin sigue hirviendo huevo,1,1,0,0,0,0,0,0,0,0,0
2018-Es-04581,"No soy tonta, no soy mala y no soy cobarde.",1,0,0,0,0,0,0,0,0,0,1
2018-Es-06325,"4 dias pros 18 , ansioso talvez",0,1,0,1,0,0,0,0,0,0,0
2018-Es-06514,Yo solo quiero que sea invierno para que se empareje el color de mis brazos con el resto de mi cuerpo ,0,1,0,0,0,0,1,0,0,0,0
2018-Es-05606,"realmente no los trato mal ni soy mala pero basta que lo haga una vez para sentirme de lo peor, pero en serio no es mi intención",0,0,0,0,0,0,0,1,1,0,0
2018-Es-05026,"#MeAlegraElDía Una sonrisa especial, de una persona muy especial.",0,0,0,0,1,0,0,0,0,0,0
2018-Es-05971,Que necesidad hay de quererle tanto carajo 😭,1,0,0,0,0,0,0,0,1,0,0
2018-Es-01631,"Hank, el pulpo de Buscando a Dory, le dió su tentáculo/pene a una pulpa que le abandonó. Por eso vive amargado y resentido.",1,0,0,0,0,0,0,1,1,0,0
2018-Es-05265,@A3Noticias Que bien se lo pasan en Cataluña!! El pais k yo quiero!!! #ironía,0,0,0,0,1,0,0,0,0,0,0
2018-Es-02972,@sigridalegria Siempre brilla la #Alegría 😉,0,0,0,0,1,0,0,0,0,0,0
2018-Es-02902,como odio dormirme así enojada,1,0,0,0,0,0,0,0,0,0,0
2018-Es-00602,"También se antoja que me haga suya la dvd, pero ese ya es otro asunto 😊",0,1,0,0,1,0,0,0,0,0,0
2018-Es-05923,@miledelval La dicha se repitita?,0,0,0,0,1,0,0,0,0,0,0
2018-Es-01382,"@Rubensalazar02 visita villa del cielo bajando por mi vaquita, una pelea de ayer que solo puede ser noticia en cartagena hoy, sin licencia!",1,0,0,0,0,0,0,1,0,0,0
2018-Es-06744,"@perrusky @Carlarendon @jvillalpandoc No dones perrus, neta ni una vez te hemos pedido eso ",1,0,1,0,0,0,0,0,0,0,0
2018-Es-02635,No hay momento mas nervioso como cuando vas a ver si entraste a la facu o no,0,1,0,1,0,0,0,0,0,0,0
2018-Es-05037,"Hoy ceno café, amargo y solitario café.",0,0,0,0,0,0,0,0,1,0,0
2018-Es-03295,Soñé que me robaban y en mi sueño vi perfectamente la cara de ambos choros ,0,1,0,1,0,0,0,0,0,1,0
2018-Es-01651,Me da rabia mñ.,1,0,0,0,0,0,0,0,0,0,0
2018-Es-03284,Que bronca cuando te hablan pero despues no te responden! 😡,1,0,0,0,0,0,0,0,1,0,0
2018-Es-05251,"Empecé el sexto libro y saber que es el último me tiene muy preocupada, no quiero terminarlo",0,1,0,1,0,0,0,0,1,0,0
2018-Es-00085,@maneSC290_ Yo lo hago por gusto homs,0,0,0,0,1,0,0,0,0,0,1
2018-Es-06384,Lamentablemente soy muy sensible y cualquier tonteria me hace daño.,0,0,0,1,0,0,0,1,1,0,0
2018-Es-00177,Fluye la desilusión  Muda desesperación  Pero todo tiene alivio  Menos el decir adiós <3,0,0,0,0,0,0,0,1,1,0,0
2018-Es-06866,"Mas allá de como juega, se nos va una amiga, entiendan😐",0,0,0,0,0,0,0,0,1,0,0
2018-Es-05999,su papá se irá para allá y el ira un tiempo,0,1,0,0,0,0,0,0,0,0,0
2018-Es-02194,@SKabecheTV En todas te ves genial,0,0,0,0,1,0,0,0,0,0,1
2018-Es-00626,Soy hambre 24/7 ,0,0,0,0,0,0,0,0,1,0,0
2018-Es-00400,estoy viendo encantada por milesima vez y por milesima vez dije que estaba enamorada de patrick dempsey,0,0,0,0,1,1,0,0,0,0,0
2018-Es-03795,Que pesadilla el Facundo que escucha Maná.,1,0,1,0,0,0,0,0,0,0,0
2018-Es-00045,Estoy emocionada af porque el viernes voy a ver a mis amigos los darkies de la prepa y haremos una pedísima. 💕,0,1,0,0,1,0,1,0,0,0,0
2018-Es-06324,Felicidad extrema es estar super aburrida y encontrar una película de Harry potter😍,0,0,0,0,1,0,0,0,0,1,0
2018-Es-01771,Una sonrisa puede ocultar mil emociones,0,0,0,0,1,0,0,0,0,0,0
2018-Es-04398,@elenasmirnov8 @IsraelXVL0L estas preocupado por el ?,0,0,0,1,0,0,0,0,0,0,0
2018-Es-00317,@FlorRatisconi Si la alegría es eso. :(,0,0,0,0,1,0,0,1,1,0,0
2018-Es-01223,@LaMaribe_ @VanessatLAW cierto tb.Vive enfadada. eso es verdad,1,0,0,0,0,0,0,0,0,0,0
2018-Es-04797,"Le dije a mi papá que le ponga los punto a sus jugadores, con la mirada me dijo todo ",1,0,0,0,0,0,0,1,0,0,0
2018-Es-06104,"Hace 2 días quiero ver a mi novia y no puedo,tengo una amargura una cara de orto.. ahhh pero 2 birras más y le sonrió Hasta al matambre jaja",0,0,0,0,1,1,0,0,0,0,0
2018-Es-03802,Hay tanta timidez en mi cuando se trata de ti.,0,0,0,0,0,1,0,0,0,0,1
2018-Es-02875,"@pardodevera @palzaga Pues está muy claro lo que ha dicho, y decir las cosas como son no es faltar a la verdad ni ofender a nadie.",1,0,0,0,0,0,0,0,0,0,1
2018-Es-04637,"@SimbaRella40710 Jajaja nono ,solo que asi es mejor porque no se repiten ",0,0,0,0,1,0,0,0,0,0,0
2018-Es-00349,¡FELIZ 20 DE JULIO!,0,0,0,0,1,0,0,0,0,0,0
2018-Es-05012,¿qué tan cobarde soy si no quiero pasar a despedirme?,0,0,0,1,0,0,0,0,0,0,0
2018-Es-03044,"Yo indignada en 2017 por series de 2007, la película. Ah no, que seguro que la quitarían también.",1,0,0,0,0,0,0,0,0,0,0
2018-Es-03406,Y toda la NFC norte perdió hoy 🙁 #NFL,0,0,0,0,0,0,0,0,1,0,0
2018-Es-04420,"No alardees si un hombre comprometido está tras tuyo, eso le sucede a cualquiera; siéntete orgullosa cuando lo RECHACES a pesar de quererlo.",0,0,0,0,0,0,1,0,0,0,1
2018-Es-03190,@AngeldebritoOk @laufer4 Estoy ansiosa!😀,0,1,0,1,1,0,0,0,0,0,0
2018-Es-02959,Estoy pensando en esos segundos pisos que hicieron para salir de la CD.MX. hacia el sur... #miedo,0,0,0,1,0,0,0,0,0,0,0
2018-Es-01510,"Airaos, pero no pequéis; no se ponga el sol sobre vuestro enojo,ni deis lugar al diablo. (Efesios 4-26,27) Hermanos Cristo Les Ama y Perdona",0,0,0,0,0,1,0,0,0,0,0
2018-Es-02171,Mañana es festivo y quiero pasar todo el día viendo películas tristes.,0,1,0,0,0,0,0,1,1,0,0
2018-Es-00671,Que hago leyendo eso jajajajajaja que horror,0,0,0,0,1,0,0,0,0,0,0
2018-Es-02915,"#DeColombiaMeGusta Las Mujeres, La humildad, La Alegría Colombiana, La Bandeja Paisa Mijoooo🇨🇴",0,0,0,0,1,0,0,0,0,0,0
2018-Es-04311,ufff cuando vaya con luna a capi me llevo el parlantito y a full los red dios que nostalgia,0,0,0,0,0,0,0,0,1,0,0
2018-Es-00383,Solo de abrir Facebook es una depresión masiva la que me invade... *toxico* 😒,0,0,0,0,0,0,0,0,1,0,0
2018-Es-03890,"@alfreserramanci @CELAGeopolitica @pagina12 @teleSURtv Terrorismo es lo que practicas tu en Venezuela, miserable!!",1,0,1,0,0,0,0,0,0,0,0
2018-Es-04958,@MundoQuemero habia una cancion que decia  HAY VIENE EL NEGRO RAMON BAILANDO ALEGRE EL BAYON,0,0,0,0,1,0,0,0,0,0,0
2018-Es-01144,@axelgxmxnxz Indignación cuando me enteré,1,0,0,0,0,0,0,1,0,0,0
2018-Es-05315,"@edusadeci es correcto, pero es ilegal… en cualquier país ",0,0,0,0,0,0,0,0,0,0,0
2018-Es-05640,@potterfxck que susto!!!,0,0,0,1,0,0,0,0,0,0,0
2018-Es-02589,"@maria208055 @tonysan777 Yo solo os acompañaré una semana, pero os animaré la que os queda!",0,0,0,0,1,0,1,0,0,0,0
2018-Es-00866,@NTN24 Lamentable ...Sin embargo...llama la atención entre los últimos duelos del mundo del rock que hayan sido causa de suicidios,1,0,1,0,0,0,0,0,1,0,0
2018-Es-05490,@ObservadBinario Es preferible salir por Cúcuta. Por Maicao es demasiado peligroso,0,0,0,1,0,0,0,0,0,0,0
2018-Es-00676,#Terror El primer día mató al gato y se dedicó a cazar moscas para alimentarse El segundo día saltó sobre su mujer y quiso enlularla en tela,0,0,0,0,0,0,0,0,0,0,0
2018-Es-00877,"aunque estoy muerta y quiero dormir mil años, voy a extrañar tanto la rutina de levantarse temprano para excursiones ",0,0,0,0,0,0,0,0,1,0,0
2018-Es-05174,Que mentiroso es Facebook como puede decir eso de mi nombre: me siento preocupada,0,0,0,1,0,0,0,0,0,0,0
2018-Es-01361,@dou_meg Que alegre! En fotos no se logra ver mucho pero es en las esquina y creo q pronto morirán jaja,0,0,0,0,1,0,0,0,0,0,0
2018-Es-01525,No guardo ni rencor ni resentimiento 👌 se que la vida siempre todo vuelve y es un karma ala ves 👍,0,0,0,0,0,0,0,0,0,0,1
2018-Es-00915,Estoy tan aburrida😩,0,0,0,0,0,0,0,1,1,0,0
2018-Es-05953,@selene_pauluna Espero valga la pena!!!! 😅 😅,0,1,0,0,1,0,0,0,0,0,0
2018-Es-01667,No estaba ofendido? ;),0,0,0,0,0,0,0,0,0,1,0
2018-Es-00189,@Vale_oliv Si eso es lo lamentable que es tarde para ayudarlos y terminan así 😢,0,0,0,0,0,0,0,1,1,0,0
2018-Es-01071,porque será que no le creo una mierda a nadie soy tan desconfiada que ni en mi sombra confío.  Una mierda ser así,1,0,1,0,0,0,0,0,1,0,0
2018-Es-04261,"Que genial esas personas que no llevas ni 10 minutos hablando y ya te habla con altísima confianza, aguante la gente confite caretas",0,0,0,0,1,0,1,0,0,0,1
2018-Es-04915,"En España, se vive bien..!!. No nos podemos quejar. #leyMordaza #ironía",1,0,0,0,1,0,1,0,0,0,0
2018-Es-02012,#CaniggiaLibre que pelotudossss jajaj los amo ,0,0,0,0,1,1,0,0,0,0,0
2018-Es-02277,Me siento tan desanimado de todo... Supongo que algún día esto me tendría que pasar.,0,0,0,0,0,0,0,1,1,0,0
2018-Es-06622,Este es un mensaje encriptado y sólo las personas con coeficiente intelectual lo pueden leer.  ,0,0,0,0,0,0,0,0,0,0,0
2018-Es-06097,Se noto bastante creeme disque glass negro 😂😂😂 me encanto escucharte nerviosa chiquita✋😢,0,0,0,0,1,0,0,0,0,1,0
2018-Es-02557,Lo malo es que las personas no quieren salir conmigo 😟,0,0,0,0,0,0,0,0,1,0,0
2018-Es-06321,A ver cuál de mis amigos se la juega con un chocolate? ahre jajajajajaja,0,0,0,0,1,0,0,0,0,0,0
2018-Es-03109,Odio usar el celular cargando es como que me envenena mucho ,1,0,0,0,0,0,0,0,0,0,0
2018-Es-05567,@ranitadh Muchas Gracias por tu preocupación y me estoy cuidando 😊😘😘,0,0,0,0,1,1,0,0,0,0,0
2018-Es-05404,"Una locura, baila orgulloso, hoy se presenta este corazón alegre y caprichoso",0,0,0,0,1,0,0,0,0,0,0
2018-Es-03331,@oficialHASSAM @Avianca Unos pocos como paralizan el país #ironía,1,0,0,0,0,0,0,1,0,0,0
2018-Es-06333,ok ME CANSE D ESPERAR voy a dormir #enojada #estresada #indignada,1,0,0,0,0,0,0,0,0,0,0
2018-Es-05781,30 grados a las 21 de la noche. 2 de Octubre. #paraísoSevillano #ironía,0,0,0,0,0,0,0,1,0,0,0
2018-Es-05223,No es verdad lo q me esta pasando... q he madrugado para una hora de clase solo... yo me mato ,0,0,0,0,0,0,0,1,1,0,0
2018-Es-03824,"Una casita en la lunaaaaa ,con otro de fortuna bebeeee",0,0,0,0,1,0,1,0,0,0,0
2018-Es-00409,Ains quiero hacer el reto de los 30 días de Américan Horror Story,0,1,0,0,0,0,1,0,0,0,0
2018-Es-00084,@camitalaveraa si sos un fracaso ,0,0,1,0,0,0,0,0,0,0,0
2018-Es-05415,Soy el perfecto ejemplo de una tuitera enojada y tiste. Bye.,1,0,0,0,0,0,0,0,1,0,0
2018-Es-00752,"Tragos de amargo liqor, que no me hasen olvidar Y me siento como un cobarde ,que asta me pongo a llorar",0,0,0,0,0,0,0,1,1,0,0
2018-Es-01148,Programar esa alarma me da justo en lo perezosa.,0,0,0,0,0,0,0,1,1,0,0
2018-Es-02990,Tu eres mi felicidad #SebastianVillalobos #PDCs #SaaKTrendy #KCAMexico,0,0,0,0,1,1,0,0,0,0,0
2018-Es-04922,@PonyTravesti La gente de Twin Peaks está loca 😂 ¿Feliz? 😚😁,0,0,0,0,1,0,0,0,0,1,0
2018-Es-01805,"@Limzul @Jotaderos Jajajajajajaj ai que lloro, no se ve en la foto pero no lleva zapatos y lleva sus calcetines motivaciones ",0,0,0,0,1,0,0,0,0,0,0
2018-Es-04098,La estrella más grande y brillante eres tú 👼,0,0,0,0,1,1,0,0,0,0,0
2018-Es-04266,"#GÉMINIS: ¿que por qué eres el mejor signo? porque sin ti, todo es más aburrido de lo normal, das esa chispa de locura a cualquier fiesta",0,0,0,0,1,0,0,0,0,0,1
2018-Es-02606,De las derrotas salen los mejores versos. #Ironico,0,0,0,0,0,0,1,0,1,0,0
2018-Es-03495,No consigo recordar si era en #Barcelona donde tuvieron que poner cámaras para evitar violencia desproporcionada de los Mossos #Ironía,0,0,1,0,0,0,0,0,0,0,0
2018-Es-00217,¿A cuántos habrán mandado a la FriendZone hoy?...: me siento pensativo,0,1,0,0,0,0,0,0,0,0,0
2018-Es-00841,Culiaaaaaaa pesadaso mal😤,1,0,0,0,1,0,0,0,0,0,0
2018-Es-06661,"@roxinda @AngeldebritoOk Déjalo, está aburrido... 🙄",0,0,0,0,0,0,0,1,1,0,0
2018-Es-06689,Siempre que estoy enojada no puedo dormir en paz. 🙍🏽,1,0,0,0,0,0,0,1,0,0,0
2018-Es-00193,@millarayfgh Que eres chistosa😂😂😂,0,0,0,0,1,0,0,0,0,0,0
2018-Es-05280,Hoy me tomé el caffè mocha más amargo de mi vida.,1,0,0,0,0,0,0,0,1,0,0
2018-Es-04238,@Arg_GOT Para mi está enamorado de Danny o le prometió algo a Cersei que no sabe si va a poder cumplir. ,0,1,0,0,0,0,0,0,0,0,0
2018-Es-01721,Cansada de fracasar😂,0,0,0,0,1,0,0,1,1,0,0
2018-Es-01048,really paula chaves es una de las mejores modelos de arg con esa walk? lamentable,0,0,1,0,0,0,0,0,0,0,0
2018-Es-06814,@hcapriles @NicolasMaduro Y ellos que se dejan humillar... definitivamente un grupo de vzlanos perdió su dignidad....,1,0,1,0,0,0,0,0,1,0,0
2018-Es-00778,Policia abajo de mi casa con un tío #miedo,0,0,0,1,0,0,0,0,0,0,0
2018-Es-01483,@Paloleichona @alfredodelmazo Te pasas jejeje ,0,0,0,0,1,0,0,0,0,0,0
2018-Es-06231,tengo mucha ansiedad de nunca poder hacer nada con mi vida y además mi autoexigencia a ser super inteligente me parece de hija de la mierda,0,0,0,1,0,0,0,0,0,0,0
2018-Es-04492,"Tengo un corazón terco, tonto, raro, impredecible, temeroso y muchos defectos más; pero que sabe amar como pocos aman",0,0,0,0,0,1,0,0,0,0,0
2018-Es-05719,o sea que hay una extraña que todas las noches le da la recena a mi gato y que se ha ofendido porque le hemos dicho que no se la de.,1,0,0,0,0,0,0,0,0,1,0
2018-Es-05915,"@revistababar @Lecturalia @magelsa2 ¡Madre mía, ruido y la furia con 5 años! Con lo que me costó leerlo a mi con 40.",0,0,0,0,0,0,0,0,0,1,0
2018-Es-00656,Bueno... todos son unos malditos idiotas. Ya entiendo el resentimiento #Feminazi,1,0,0,0,0,0,0,0,0,0,0
2018-Es-04349,🙏 dios esta conmigo 😞💔: me siento deprimida,0,0,0,0,0,0,0,0,1,0,0
2018-Es-02690,"—Sonrisa victoriosa y un gran beso a la tabla, su preciosa.",0,0,0,0,1,1,0,0,0,0,0
2018-Es-06397,Me desperte desp de una pesadilla q feo,1,0,0,1,0,0,0,0,1,0,0
2018-Es-06728,"@BernalCH2 ODIO esa tontera, es igual de cansado 🙄",1,0,0,0,0,0,0,0,0,0,0
2018-Es-01112,"GRACIAS POR TANTO, PERDÓN POR TAN POCO 😭 #TeenWolfFinale",0,0,0,0,1,0,0,0,1,0,0
2018-Es-05800,"Entonces te das cuenta que no es quien te mueve el piso, sino quien te centra ",0,1,0,0,0,0,1,0,0,0,1
2018-Es-00389,¿Juega desde ya?,0,0,0,0,0,0,0,0,0,0,0
2018-Es-03010,Que rabia con este guri,1,0,0,0,0,0,0,0,0,0,0
2018-Es-06448,"Hoy te das cuenta quien si se acuerda de vos y quien no, que agradable de día",0,0,0,0,1,0,0,0,0,0,0
2018-Es-03557,Las rolas de CoF SIEMPRE son larguísimas y siempre me sacan letras rebuscadas me cagan alv 😢,1,0,1,0,0,0,0,1,0,0,0
2018-Es-03328,@Daniel_lgp Jajajaja tenes que buscar un nuevo mecanismo para secar tenis entonces. ,0,0,0,0,1,0,0,0,0,0,0
2018-Es-02658,@VichoDiazArt Wajajajajajaja ohhh está para meme esta imagen xd! La leo y muero ,0,0,0,0,1,0,0,0,0,0,0
2018-Es-01016,"@pajeranger Ay si, automaticamente al leer el mensaje más frívolo del mundo algún depresivo seguro se salva jajaja",0,0,0,0,1,0,0,0,0,0,0
2018-Es-00737,@doctorconejo ¿ Qué?   ¿ A cualquiera le pasa no?  *escondiendo la tercer crema para peinar* 😅,0,0,0,0,0,0,0,0,0,0,0
2018-Es-02409,"Este se la da de monje y es terrible pelotudo, y ella le habla.",1,0,0,0,0,0,0,0,0,0,0
2018-Es-04254,Me hacen mucho bien esos videos jajajaja ,0,0,0,0,1,0,0,0,0,0,0
2018-Es-05769,@_anapastor_ Bonita España... 😑 #ironía,0,0,0,0,0,0,0,1,0,0,0
2018-Es-05740,"No es por ser pesimista, pero algo en mi me dice que esto ya valió verga",0,0,0,0,0,0,0,1,0,0,0
2018-Es-03138,@Dianitha3 ¿Esto también será de familia? ,0,1,0,0,0,0,0,0,0,0,0
2018-Es-06230,Que finde tan largo y tan lindo 😊,0,0,0,0,1,0,0,0,0,0,0
2018-Es-00818,Este año me tocará ir sola a la Convención de DB 😬 Vamo a conocer otakus ,0,1,0,0,1,0,1,0,0,0,0
2018-Es-04228,"Ayer me fui a dormir peleada con sofia,hoy me levante y tenia un audio de ella como si nads hubiese pasado,les juro q la amo💜",0,0,0,0,0,1,0,0,0,0,0
2018-Es-05582,Ya está pidiendo demasiado ,1,0,1,0,0,0,0,0,0,0,0
2018-Es-06472,"@Abslx7 @karolsevilla JAJAJA WOW QUE GRAN MENSAJE Y QUE GRAN APORTACIÓN, a gran parte de los mexicanos que la admirabamos nos decepciono ",0,0,1,0,1,0,0,0,0,0,0
2018-Es-02508,Yo no soy como ella & eso también me hace diferente es horrible la situación y la debe estar pasando mal prefiero no reírme y ta q horrible,0,0,1,0,0,0,0,0,1,0,0
2018-Es-05690,"Pero me aguanté y me intenté volver a dormir y me levanté como a las 6/6:30, y ahora estoy cansado y furioso",1,0,0,0,0,0,0,0,0,0,0
2018-Es-04195,Y no creo que sea el único infeliz Que ameniza por ti estos tiempos complicados. ¡maldita sea!,1,0,0,0,0,0,0,0,1,0,0
2018-Es-01783,Que mi novio se informe de que odio esperarrrr 😤😤😤,1,0,0,0,0,0,0,0,0,0,0
2018-Es-03085,Amar la soledad hasta el fin del mundo ,0,0,0,0,0,1,0,1,0,0,0
2018-Es-06847,"@AlfonsinaVin Gracias loca! Vení al brindis, estoy con algunos amiguitos. Me pintaron la calle rre nerviosa estaba jeje",0,0,0,0,1,0,0,0,0,0,0
2018-Es-03875,@ViviendodelasP un cago de risa esa escena. tambien la de burbage con molly y cuando agnes recibe a marlowe.,0,0,0,0,1,0,0,0,0,0,0
2018-Es-03589,Terrible juego el Half-Life,1,0,1,0,0,0,0,0,0,0,0
2018-Es-04550,"Estar lavando a esta hora, debe ser un delito ",0,0,1,0,0,0,0,0,0,0,0
2018-Es-05045,"Mi mama: ""no no, no estoy enojada""  Yo: no se si te creo que no estoy enojada jajaja",1,0,0,0,1,0,0,0,0,0,0
2018-Es-03787,@MilagrosLeivaG por favor a cambiado hay peligro por q sus hijos ya estan fuera del pais.,0,0,0,1,0,0,0,1,0,0,0
2018-Es-04954,empezaba a sonar una alarma corte sirena y tenia que llamar a mi oncologo a las 5 de la mañana para que me diga como desactivarla 🤔,1,0,0,0,0,0,0,0,1,0,0
2018-Es-06499,"#SiMeMatan por decir lo que pienso, por ser sensible a al dolor humano, por luchar por mis ideales, por críticas al mal gobierno y #Enojada",1,0,1,0,0,0,0,0,0,0,0
2018-Es-01325,@Jipstaah Suerte que ya soy papa casada ah,0,0,0,0,1,0,1,0,0,0,0
2018-Es-06336,Lamentable pérdida la de Chester Bennigton vocalista de Linkin Park QEPD.,0,0,0,0,0,0,0,0,1,0,0
2018-Es-01761,ENCIMA AHORA TIENE PELÍCULA EN SOLITARIO 😵🔫,0,1,0,0,0,0,0,0,0,0,0
2018-Es-04257,@MayrhenMaria Nosotros a pesar de ser invisibles; en.mi caso te amamos por tu autenticidad!! Adelante; la Armada te respalda...je.😉,0,0,0,0,0,1,0,0,0,0,1
2018-Es-01503,"@DragonMaidSucks genial, ahora me explico, esa era una imagen que era para apoyar tu ideología xd",0,0,0,0,1,0,0,0,0,0,0
2018-Es-01613,Ni en las encuestas pedorras con un emoji tengo suerte,1,0,0,0,0,0,0,1,0,0,0
2018-Es-02496,"@FranciscoOyar19 Yo no pero ya no mas twitter, nos leemos ",0,0,0,0,0,0,0,0,0,0,0
2018-Es-02484,Había olvidado todo eso del zika y chiconguya y andaba bien vergas sin repelente hasta que me tapizaron de piquetes y mentró'l susto.,0,0,0,1,0,0,0,0,0,0,0
2018-Es-01045,"Ser feliz no es tener una vida perfecta; ser feliz es reconocer que la vida vale la pena, a pesar de las dificultades.",0,0,0,0,0,0,1,0,0,0,0
2018-Es-06443,"Es que estoy nerviosa y cuando lo estoy me da por comer, comer, comer y más comer 😢",0,0,0,1,0,0,0,0,1,0,0
2018-Es-06930,Programación de la Cuarta jornada a realizarse el día de hoy jueves 20 de Julio. Suerte a todos los equipos👏👏👏 @SecryGamer @seba1746,0,1,0,0,1,0,1,0,0,0,0
2018-Es-02165,Meraaaaaa vossssss juajua ,0,0,0,0,1,0,0,0,0,0,0
2018-Es-01141,Me volveré amargo si un dulce  no toca mi corazón,0,1,0,0,0,0,0,1,1,0,0
2018-Es-03212,que ansiedad tan fea,0,0,0,1,0,0,0,1,1,0,0
2018-Es-03225,@LauCuk ¿Lo escuchaste evocar su última visita? Fue en noviembre de 2001 ,0,1,0,0,0,0,0,0,0,0,0
2018-Es-04516,Me dejo tan lleno de rabia y rencor,1,0,0,0,0,0,0,0,0,0,0
2018-Es-03276,¿Te ha divertido el día de hoy? #bot,0,1,0,0,0,0,0,0,0,0,0
2018-Es-00947,😱😱😱😱escucharon ese trueno? ⚡️,0,1,0,1,0,0,0,0,0,1,0
2018-Es-02617,"A dormir, 1 fav = 1 pesadilla",0,0,0,1,0,0,0,1,0,0,0
2018-Es-05337,"Los sentimientos que más odio en esta vida sin el rencor, envidia, tristeza y enojo 🙍🏽",1,0,1,0,0,0,0,0,0,0,0
2018-Es-05369,Quien te ama de verdad cuida tus  sentimientos y su prioridad es hacerte feliz 24/7.,0,0,0,0,1,1,1,0,0,0,0
2018-Es-03436,@mtzmariana5 Aun no sabe ? Le ira bien !,0,0,0,0,0,0,1,0,0,0,0
2018-Es-01330,@mariobautista_ Ya me imagino la carita de felicidad de estrellita al verte ❤️ eres una persona increíble nunca cambies ❤️,0,0,0,0,1,1,0,0,0,0,1
2018-Es-06285,Que graciosa la gente que flashea ser raro y estar mas allá de todo y no se dan cuenta que son las personas mas comunes del universo,0,0,0,0,1,0,0,0,0,0,0
2018-Es-00194,@Arteem @camilocnn Simplemente era una inquietud no voy a entrar en controversia gracias que estés bien,1,1,0,0,0,0,1,0,0,0,0
2018-Es-04748,"ESTÁN LLOVIEEEENDO ESTRELLAS EN NUESTRA HABITACIÓNNN MOJAN DE LLANTO, MI CORAZÓNNN",0,0,0,0,0,1,0,0,1,0,0
2018-Es-06746,Me rechoca este wey 😠,1,0,0,0,0,0,0,0,0,0,0
2018-Es-04464,Donde tas mi @PulgarinMaite ....toy 3 veces desanimado...un saludito tuyo me reconfortara!!!!,0,0,0,0,0,0,0,0,1,0,0
2018-Es-03145,Esta madrugada se me esta haciendo eterna ,0,0,0,0,0,0,0,1,0,0,0
2018-Es-05895,@DebRyanShow #Rayito hay un ligero punto donde ya parece trabajo de tanto que publicas y deja de ser divertido 😥,0,0,0,0,0,0,0,1,1,0,0
2018-Es-03993,@AngeldebritoOk Por favor que cosa horrible,0,0,1,0,0,0,0,0,0,0,0
2018-Es-02129,Próxima semana al casino $$$$$ #Suerte #Miedo,0,1,0,1,0,0,0,0,0,0,0
2018-Es-03071,Hay gente que merece que le hagas una diapositiva en un pendrive explicándole todo y asi pueden irse a L.C.D.S.M ,1,0,1,0,1,0,0,0,0,0,0
